what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.textStart",1479236765233
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.textStart",1479236765409
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236770649
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236770671
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236773005
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.previous",1479236775668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479236782490
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236786404
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236786748
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236786916
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236787083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479236788636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479236789534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479236790491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479236791180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236794713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236796064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479236798880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236804162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236805337
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479236808343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236810289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236814954
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.previous",1479236819221
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.previous",1479236819460
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236820092
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236824494
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.next",1479236824788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236826867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236829426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1479236895881
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1479236899201
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1479236899682
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1479236899807
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1479236902410
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479236903632
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479236905565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236906364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236912122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236913266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236922338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236926795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236929549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236931724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479236945458
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479236947087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479236954291
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.previous",1479236966589
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.select.previous",1479236966780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479236967796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479236970173
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1479236993702
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.textEnd",1479237000477
